date,region,rep,channel,units,revenue
2026-08-11,East,Ada Okafor,partner,"2,583",103320.00
2026-08-11,North,Ben Iyer,web,700,28000.00
2026-08-11,South,Ben Iyer,direct,"1,837",73480.00
2026-08-11,West,Cai Moreau,partner,"1,869",74760.00
2026-08-11,East,Cai Moreau,web,"1,374",54960.00
2026-08-11,North,Dara Nkemi,direct,705,28200.00
2026-08-11,South,Dara Nkemi,partner,"1,045",41800.00
2026-08-11,West,Ada Okafor,web,792,31680.00
2026-08-11,East,Ada Okafor,direct,"1,956",78240.00
2026-08-11,North,Ben Iyer,partner,"1,001",40040.00
2026-08-11,South,Ben Iyer,web,"1,805",72200.00
2026-08-11,West,Cai Moreau,direct,"1,442",57680.00
2026-08-11,East,Cai Moreau,partner,877,35080.00
2026-08-11,North,Dara Nkemi,web,"1,267",50680.00
2026-08-11,South,Dara Nkemi,direct,"1,868",74720.00
2026-08-11,West,Ada Okafor,partner,"1,147",45880.00
2026-08-11,East,Ada Okafor,web,527,21080.00
2026-08-12,North,Ben Iyer,direct,242,9680.00
2026-08-12,South,Ben Iyer,partner,235,9400.00
2026-08-12,West,Cai Moreau,web,355,14200.00
2026-08-12,East,Cai Moreau,direct,832,33280.00
2026-08-12,North,Dara Nkemi,partner,662,26480.00
2026-08-12,South,Dara Nkemi,web,"2,353",94120.00
2026-08-12,West,Ada Okafor,direct,"1,377",55080.00
2026-08-12,East,Ada Okafor,partner,180,7200.00
2026-08-12,North,Ben Iyer,web,"1,067",42680.00
2026-08-12,South,Ben Iyer,direct,"1,828",73120.00
2026-08-12,West,Cai Moreau,partner,"1,356",54240.00
2026-08-12,East,Cai Moreau,web,933,37320.00
2026-08-12,North,Dara Nkemi,direct,"2,174",86960.00
2026-08-12,South,Dara Nkemi,partner,576,23040.00
2026-08-12,West,Ada Okafor,web,631,25240.00
2026-08-12,East,Ada Okafor,direct,841,33640.00
2026-08-12,North,Ben Iyer,partner,"2,268",90720.00
2026-08-12,South,Ben Iyer,web,948,37920.00
2026-08-12,West,Cai Moreau,direct,391,15640.00
2026-08-12,East,Cai Moreau,partner,381,15240.00
2026-08-12,North,Dara Nkemi,web,256,10240.00
2026-08-12,South,Dara Nkemi,direct,"1,407",56280.00
2026-08-12,West,Ada Okafor,partner,529,21160.00
2026-08-12,East,Ada Okafor,web,"2,041",81640.00
2026-08-12,North,Ben Iyer,direct,"2,189",87560.00
2026-08-12,South,Ben Iyer,partner,"1,461",58440.00
2026-08-12,West,Cai Moreau,web,"1,772",70880.00
2026-08-12,East,Cai Moreau,direct,"2,411",96440.00
2026-08-12,North,Dara Nkemi,partner,"1,911",76440.00
2026-08-12,South,Dara Nkemi,web,608,24320.00
2026-08-12,West,Ada Okafor,direct,"1,421",56840.00
2026-08-12,East,Ada Okafor,partner,443,17720.00
2026-08-12,North,Ben Iyer,web,"1,445",57800.00
2026-08-12,South,Ben Iyer,direct,923,36920.00
2026-08-12,West,Cai Moreau,partner,"2,144",85760.00
2026-08-12,East,Cai Moreau,web,"2,248",89920.00
2026-08-12,North,Dara Nkemi,direct,"1,271",50840.00
2026-08-12,South,Dara Nkemi,partner,"2,516",100640.00
2026-08-12,West,Ada Okafor,web,"1,144",45760.00
2026-08-12,East,Ada Okafor,direct,"2,272",90880.00
2026-08-12,North,Ben Iyer,partner,"1,682",67280.00
2026-08-12,South,Ben Iyer,web,"2,589",103560.00
2026-08-12,West,Cai Moreau,direct,610,24400.00
2026-08-12,East,Cai Moreau,partner,"1,726",69040.00
2026-08-12,North,Dara Nkemi,web,"2,013",80520.00
2026-08-12,South,Dara Nkemi,direct,586,23440.00
2026-08-12,West,Ada Okafor,partner,"1,995",79800.00
2026-08-12,East,Ada Okafor,web,"1,883",75320.00
2026-08-12,North,Ben Iyer,direct,825,33000.00
2026-08-12,South,Ben Iyer,partner,"1,250",50000.00
2026-08-12,West,Cai Moreau,web,516,20640.00
2026-08-12,East,Cai Moreau,direct,"1,184",47360.00
2026-08-12,North,Dara Nkemi,partner,"2,047",81880.00
2026-08-13,South,Dara Nkemi,web,"2,572",102880.00
2026-08-13,West,Ada Okafor,direct,205,8200.00
2026-08-13,East,Ada Okafor,partner,943,37720.00
2026-08-13,North,Ben Iyer,web,652,26080.00
2026-08-13,South,Ben Iyer,direct,"2,529",101160.00
2026-08-13,West,Cai Moreau,partner,941,37640.00
2026-08-13,East,Cai Moreau,web,"1,215",48600.00
2026-08-13,North,Dara Nkemi,direct,"1,121",44840.00
2026-08-13,South,Dara Nkemi,partner,"2,395",95800.00
2026-08-13,West,Ada Okafor,web,552,22080.00
2026-08-13,East,Ada Okafor,direct,"2,188",87520.00
2026-08-13,North,Ben Iyer,partner,"2,195",87800.00
2026-08-13,South,Ben Iyer,web,"2,253",90120.00
2026-08-13,West,Cai Moreau,direct,626,25040.00
2026-08-13,East,Cai Moreau,partner,"1,330",53200.00
2026-08-13,North,Dara Nkemi,web,"2,223",88920.00
2026-08-13,South,Dara Nkemi,direct,256,10240.00
2026-08-13,West,Ada Okafor,partner,212,8480.00
2026-08-13,East,Ada Okafor,web,411,16440.00
2026-08-13,North,Ben Iyer,direct,"1,392",55680.00
2026-08-13,South,Ben Iyer,partner,296,11840.00
2026-08-13,West,Cai Moreau,web,"2,279",91160.00
2026-08-13,East,Cai Moreau,direct,373,14920.00
2026-08-13,North,Dara Nkemi,partner,663,26520.00
2026-08-13,South,Dara Nkemi,web,845,33800.00
2026-08-13,West,Ada Okafor,direct,"1,535",61400.00
2026-08-13,East,Ada Okafor,partner,487,19480.00
2026-08-13,North,Ben Iyer,web,216,8640.00
2026-08-13,South,Ben Iyer,direct,"1,686",67440.00
2026-08-13,West,Cai Moreau,partner,967,38680.00
2026-08-13,East,Cai Moreau,web,"1,035",41400.00
2026-08-13,North,Dara Nkemi,direct,"1,761",70440.00
2026-08-13,South,Dara Nkemi,partner,"1,419",56760.00
2026-08-13,West,Ada Okafor,web,560,22400.00
2026-08-13,East,Ada Okafor,direct,"1,792",71680.00
2026-08-13,North,Ben Iyer,partner,499,19960.00
2026-08-13,South,Ben Iyer,web,586,23440.00
2026-08-13,West,Cai Moreau,direct,238,9520.00
2026-08-13,East,Cai Moreau,partner,"2,360",94400.00
2026-08-13,North,Dara Nkemi,web,"1,925",77000.00
2026-08-13,South,Dara Nkemi,direct,"1,484",59360.00
2026-08-13,West,Ada Okafor,partner,"1,752",70080.00
2026-08-13,East,Ada Okafor,web,"1,766",70640.00
2026-08-13,North,Ben Iyer,direct,"2,076",83040.00
2026-08-13,South,Ben Iyer,partner,"1,934",77360.00
2026-08-13,West,Cai Moreau,web,"2,558",102320.00
2026-08-13,East,Cai Moreau,direct,"1,216",48640.00
2026-08-13,North,Dara Nkemi,partner,576,23040.00
2026-08-13,South,Dara Nkemi,web,"1,496",59840.00
2026-08-13,West,Ada Okafor,direct,571,22840.00
2026-08-13,East,Ada Okafor,partner,"1,973",78920.00
2026-08-13,North,Ben Iyer,web,"1,264",50560.00
2026-08-13,South,Ben Iyer,direct,"1,236",49440.00
2026-08-14,West,Cai Moreau,partner,"2,439",97560.00
2026-08-14,East,Cai Moreau,web,195,7800.00
2026-08-14,North,Dara Nkemi,direct,"2,538",101520.00
2026-08-14,South,Dara Nkemi,partner,198,7920.00
2026-08-14,West,Ada Okafor,web,463,18520.00
2026-08-14,East,Ada Okafor,direct,406,16240.00
2026-08-14,North,Ben Iyer,partner,943,37720.00
2026-08-14,South,Ben Iyer,web,"1,908",76320.00
2026-08-14,West,Cai Moreau,direct,"1,557",62280.00
2026-08-14,East,Cai Moreau,partner,206,8240.00
2026-08-14,North,Dara Nkemi,web,"1,107",44280.00
2026-08-14,South,Dara Nkemi,direct,"2,183",87320.00
2026-08-14,West,Ada Okafor,partner,"2,273",90920.00
2026-08-14,East,Ada Okafor,web,239,9560.00
2026-08-14,North,Ben Iyer,direct,"2,178",87120.00
2026-08-14,South,Ben Iyer,partner,"2,313",92520.00
2026-08-14,West,Cai Moreau,web,"1,352",54080.00
2026-08-14,East,Cai Moreau,direct,684,27360.00
2026-08-14,North,Dara Nkemi,partner,"1,814",72560.00
2026-08-14,South,Dara Nkemi,web,402,16080.00
2026-08-14,West,Ada Okafor,direct,"1,570",62800.00
2026-08-14,East,Ada Okafor,partner,670,26800.00
2026-08-14,North,Ben Iyer,web,542,21680.00
2026-08-14,South,Ben Iyer,direct,"2,465",98600.00
2026-08-14,West,Cai Moreau,partner,"2,586",103440.00
2026-08-14,East,Cai Moreau,web,432,17280.00
2026-08-14,North,Dara Nkemi,direct,"2,350",94000.00
2026-08-14,South,Dara Nkemi,partner,945,37800.00
2026-08-14,West,Ada Okafor,web,716,28640.00
2026-08-14,East,Ada Okafor,direct,"2,427",97080.00
2026-08-14,North,Ben Iyer,partner,"1,064",42560.00
2026-08-14,South,Ben Iyer,web,"1,361",54440.00
2026-08-14,West,Cai Moreau,direct,527,21080.00
2026-08-14,East,Cai Moreau,partner,831,33240.00
2026-08-14,North,Dara Nkemi,web,"1,941",77640.00
2026-08-14,South,Dara Nkemi,direct,354,14160.00
2026-08-14,West,Ada Okafor,partner,"2,018",80720.00
2026-08-14,East,Ada Okafor,web,"1,231",49240.00
2026-08-14,North,Ben Iyer,direct,"2,129",85160.00
2026-08-14,South,Ben Iyer,partner,"2,139",85560.00
2026-08-14,West,Cai Moreau,web,"2,125",85000.00
2026-08-14,East,Cai Moreau,direct,"1,246",49840.00
2026-08-14,North,Dara Nkemi,partner,"1,274",50960.00
2026-08-14,South,Dara Nkemi,web,"1,542",61680.00
2026-08-14,West,Ada Okafor,direct,655,26200.00
2026-08-14,East,Ada Okafor,partner,"1,417",56680.00
2026-08-14,North,Ben Iyer,web,427,17080.00
2026-08-14,South,Ben Iyer,direct,"2,116",84640.00
2026-08-14,West,Cai Moreau,partner,"1,599",63960.00
2026-08-14,East,Cai Moreau,web,"1,490",59600.00
2026-08-14,North,Dara Nkemi,direct,"1,057",42280.00
2026-08-14,South,Dara Nkemi,partner,"2,438",97520.00
2026-08-14,West,Ada Okafor,web,"1,826",73040.00
2026-08-15,East,Ada Okafor,direct,"1,010",40400.00
2026-08-15,North,Ben Iyer,partner,670,26800.00
2026-08-15,South,Ben Iyer,web,409,16360.00
2026-08-15,West,Cai Moreau,direct,"1,251",50040.00
2026-08-15,East,Cai Moreau,partner,"2,074",82960.00
2026-08-15,North,Dara Nkemi,web,"2,400",96000.00
2026-08-15,South,Dara Nkemi,direct,487,19480.00
2026-08-15,West,Ada Okafor,partner,"1,738",69520.00
2026-08-15,East,Ada Okafor,web,"2,547",101880.00
2026-08-15,North,Ben Iyer,direct,501,20040.00
2026-08-15,South,Ben Iyer,partner,301,12040.00
2026-08-15,West,Cai Moreau,web,960,38400.00
2026-08-15,East,Cai Moreau,direct,"2,405",96200.00
2026-08-15,North,Dara Nkemi,partner,"2,258",90320.00
2026-08-15,South,Dara Nkemi,web,"2,410",96400.00
2026-08-15,West,Ada Okafor,direct,647,25880.00
2026-08-15,East,Ada Okafor,partner,396,15840.00
2026-08-15,North,Ben Iyer,web,921,36840.00
2026-08-15,South,Ben Iyer,direct,432,17280.00
2026-08-15,West,Cai Moreau,partner,225,9000.00
2026-08-15,East,Cai Moreau,web,943,37720.00
2026-08-15,North,Dara Nkemi,direct,"1,865",74600.00
2026-08-15,South,Dara Nkemi,partner,483,19320.00
2026-08-15,West,Ada Okafor,web,"1,716",68640.00
2026-08-15,East,Ada Okafor,direct,"2,022",80880.00
2026-08-15,North,Ben Iyer,partner,"1,402",56080.00
2026-08-15,South,Ben Iyer,web,"1,613",64520.00
2026-08-15,West,Cai Moreau,direct,"1,713",68520.00
2026-08-15,East,Cai Moreau,partner,"1,924",76960.00
2026-08-15,North,Dara Nkemi,web,"1,592",63680.00
2026-08-15,South,Dara Nkemi,direct,377,15080.00
2026-08-15,West,Ada Okafor,partner,"1,789",71560.00
2026-08-15,East,Ada Okafor,web,524,20960.00
2026-08-15,North,Ben Iyer,direct,415,16600.00
2026-08-15,South,Ben Iyer,partner,"1,542",61680.00
2026-08-15,West,Cai Moreau,web,"1,684",67360.00
2026-08-15,East,Cai Moreau,direct,622,24880.00
2026-08-15,North,Dara Nkemi,partner,"1,618",64720.00
2026-08-15,South,Dara Nkemi,web,"2,469",98760.00
2026-08-15,West,Ada Okafor,direct,"2,256",90240.00
2026-08-15,East,Ada Okafor,partner,"1,152",46080.00
2026-08-15,North,Ben Iyer,web,232,9280.00
2026-08-15,South,Ben Iyer,direct,"1,205",48200.00
2026-08-15,West,Cai Moreau,partner,"2,093",83720.00
2026-08-15,East,Cai Moreau,web,755,30200.00
2026-08-15,North,Dara Nkemi,direct,762,30480.00
2026-08-15,South,Dara Nkemi,partner,"1,035",41400.00
2026-08-15,West,Ada Okafor,web,568,22720.00
2026-08-15,East,Ada Okafor,direct,186,7440.00
2026-08-15,North,Ben Iyer,partner,"1,575",63000.00
2026-08-15,South,Ben Iyer,web,"2,001",80040.00
2026-08-15,West,Cai Moreau,direct,"1,039",41560.00
2026-08-15,East,Cai Moreau,partner,212,8480.00
2026-08-16,North,Dara Nkemi,web,476,19040.00
2026-08-16,South,Dara Nkemi,direct,"2,361",94440.00
2026-08-16,West,Ada Okafor,partner,"1,243",49720.00
2026-08-16,East,Ada Okafor,web,"1,307",52280.00
2026-08-16,North,Ben Iyer,direct,585,23400.00
2026-08-16,South,Ben Iyer,partner,"2,583",103320.00
2026-08-16,West,Cai Moreau,web,"1,909",76360.00
2026-08-16,East,Cai Moreau,direct,265,10600.00
2026-08-16,North,Dara Nkemi,partner,867,34680.00
2026-08-16,South,Dara Nkemi,web,232,9280.00
2026-08-16,West,Ada Okafor,direct,"1,134",45360.00
2026-08-16,East,Ada Okafor,partner,"1,100",44000.00
2026-08-16,North,Ben Iyer,web,539,21560.00
2026-08-16,South,Ben Iyer,direct,931,37240.00
2026-08-16,West,Cai Moreau,partner,"1,429",57160.00
2026-08-16,East,Cai Moreau,web,"1,869",74760.00
2026-08-16,North,Dara Nkemi,direct,"2,111",84440.00
2026-08-16,South,Dara Nkemi,partner,"1,032",41280.00
2026-08-16,West,Ada Okafor,web,775,31000.00
2026-08-16,East,Ada Okafor,direct,"1,882",75280.00
2026-08-16,North,Ben Iyer,partner,336,13440.00
2026-08-16,South,Ben Iyer,web,"1,287",51480.00
2026-08-16,West,Cai Moreau,direct,"1,970",78800.00
2026-08-16,East,Cai Moreau,partner,484,19360.00
2026-08-16,North,Dara Nkemi,web,"2,224",88960.00
2026-08-16,South,Dara Nkemi,direct,"2,070",82800.00
2026-08-16,West,Ada Okafor,partner,"1,126",45040.00
2026-08-16,East,Ada Okafor,web,180,7200.00
2026-08-16,North,Ben Iyer,direct,"2,156",86240.00
2026-08-16,South,Ben Iyer,partner,"2,335",93400.00
2026-08-16,West,Cai Moreau,web,"1,595",63800.00
2026-08-16,East,Cai Moreau,direct,"1,050",42000.00
2026-08-16,North,Dara Nkemi,partner,"2,294",91760.00
2026-08-16,South,Dara Nkemi,web,"2,461",98440.00
2026-08-16,West,Ada Okafor,direct,"1,419",56760.00
2026-08-16,East,Ada Okafor,partner,"1,249",49960.00
2026-08-16,North,Ben Iyer,web,"1,304",52160.00
2026-08-16,South,Ben Iyer,direct,"2,255",90200.00
2026-08-16,West,Cai Moreau,partner,199,7960.00
2026-08-16,East,Cai Moreau,web,"1,088",43520.00
2026-08-16,North,Dara Nkemi,direct,"1,052",42080.00
2026-08-16,South,Dara Nkemi,partner,803,32120.00
2026-08-16,West,Ada Okafor,web,"1,389",55560.00
2026-08-16,East,Ada Okafor,direct,"1,138",45520.00
2026-08-16,North,Ben Iyer,partner,"2,466",98640.00
2026-08-16,South,Ben Iyer,web,956,38240.00
2026-08-16,West,Cai Moreau,direct,905,36200.00
2026-08-16,East,Cai Moreau,partner,"2,457",98280.00
2026-08-16,North,Dara Nkemi,web,187,7480.00
2026-08-16,South,Dara Nkemi,direct,"1,054",42160.00
2026-08-16,West,Ada Okafor,partner,954,38160.00
2026-08-16,East,Ada Okafor,web,"1,427",57080.00
2026-08-16,North,Ben Iyer,direct,418,16720.00
2026-08-17,South,Ben Iyer,partner,522,20880.00
2026-08-17,West,Cai Moreau,web,"1,660",66400.00
2026-08-17,East,Cai Moreau,direct,"2,181",87240.00
2026-08-17,North,Dara Nkemi,partner,180,7200.00
2026-08-17,South,Dara Nkemi,web,"2,408",96320.00
2026-08-17,West,Ada Okafor,direct,205,8200.00
2026-08-17,East,Ada Okafor,partner,"1,406",56240.00
2026-08-17,North,Ben Iyer,web,404,16160.00
2026-08-17,South,Ben Iyer,direct,"2,166",86640.00
2026-08-17,West,Cai Moreau,partner
2026-08-17,East,Cai Moreau,web,"2,574",102960.00
2026-08-17,North,Dara Nkemi,direct,879,35160.00
2026-08-17,South,Dara Nkemi,partner,674,26960.00
2026-08-17,West,Ada Okafor,web,"2,273",90920.00
2026-08-17,East,Ada Okafor,direct,317,12680.00
2026-08-17,North,Ben Iyer,partner,"1,072",42880.00
2026-08-17,South,Ben Iyer,web,874,34960.00
2026-08-17,West,Cai Moreau,direct,"1,166",46640.00
2026-08-17,East,Cai Moreau,partner,223,8920.00
2026-08-17,North,Dara Nkemi,web,803,32120.00
2026-08-17,South,Dara Nkemi,direct,262,10480.00
2026-08-17,West,Ada Okafor,partner,823,32920.00
2026-08-17,East,Ada Okafor,web,"2,530",101200.00
2026-08-17,North,Ben Iyer,direct,"1,571",62840.00
2026-08-17,South,Ben Iyer,partner,"2,085",83400.00
2026-08-17,West,Cai Moreau,web,"1,718",68720.00
2026-08-17,East,Cai Moreau,direct,"2,523",100920.00
2026-08-17,North,Dara Nkemi,partner,561,22440.00
2026-08-17,South,Dara Nkemi,web,"1,802",72080.00
2026-08-17,West,Ada Okafor,direct,818,32720.00
2026-08-17,East,Ada Okafor,partner,"1,216",48640.00
2026-08-17,North,Ben Iyer,web,"2,098",83920.00
2026-08-17,South,Ben Iyer,direct,731,29240.00
2026-08-17,West,Cai Moreau,partner,359,14360.00
2026-08-17,East,Cai Moreau,web,898,35920.00
2026-08-17,North,Dara Nkemi,direct,427,17080.00
2026-08-17,South,Dara Nkemi,partner,730,29200.00
2026-08-17,West,Ada Okafor,web,392,15680.00
2026-08-17,East,Ada Okafor,direct,"1,594",63760.00
2026-08-17,North,Ben Iyer,partner,"2,187",87480.00
2026-08-17,South,Ben Iyer,web,"1,025",41000.00
2026-08-17,West,Cai Moreau,direct,"1,695",67800.00
2026-08-17,East,Cai Moreau,partner,"2,151",86040.00
2026-08-17,North,Dara Nkemi,web,"1,573",62920.00
2026-08-17,South,Dara Nkemi,direct,"2,156",86240.00
2026-08-17,West,Ada Okafor,partner,266,10640.00
2026-08-17,East,Ada Okafor,web,"1,410",56400.00
2026-08-17,North,Ben Iyer,direct,734,29360.00
2026-08-17,South,Ben Iyer,partner,"1,039",41560.00
2026-08-17,West,Cai Moreau,web,"2,382",95280.00
2026-08-17,East,Cai Moreau,direct,586,23440.00
2026-08-17,North,Dara Nkemi,partner,"2,091",83640.00
2026-08-17,South,Dara Nkemi,web,"1,109",44360.00
2026-08-18,West,Ada Okafor,direct,"1,571",62840.00
2026-08-18,East,Ada Okafor,partner,"2,505",100200.00
2026-08-18,North,Ben Iyer,web,518,20720.00
2026-08-18,South,Ben Iyer,direct,"1,398",55920.00
2026-08-18,West,Cai Moreau,partner,"1,962",78480.00
2026-08-18,East,Cai Moreau,web,"1,429",57160.00
2026-08-18,North,Dara Nkemi,direct,"2,575",103000.00
2026-08-18,South,Dara Nkemi,partner,"1,095",43800.00
2026-08-18,West,Ada Okafor,web,"1,868",74720.00
2026-08-18,East,Ada Okafor,direct,"1,041",41640.00
2026-08-18,North,Ben Iyer,partner,"1,393",55720.00
2026-08-18,South,Ben Iyer,web,449,17960.00
2026-08-18,West,Cai Moreau,direct,"2,296",91840.00
2026-08-18,East,Cai Moreau,partner,"1,769",70760.00
2026-08-18,North,Dara Nkemi,web,"1,735",69400.00
2026-08-18,South,Dara Nkemi,direct,"1,724",68960.00
2026-08-18,West,Ada Okafor,partner,911,36440.00
2026-08-18,East,Ada Okafor,web,"2,564",102560.00
2026-08-18,North,Ben Iyer,direct,877,35080.00
2026-08-18,South,Ben Iyer,partner,806,32240.00
2026-08-18,West,Cai Moreau,web,"1,104",44160.00
2026-08-18,East,Cai Moreau,direct,444,17760.00
2026-08-18,North,Dara Nkemi,partner,374,14960.00
2026-08-18,South,Dara Nkemi,web,193,7720.00
2026-08-18,West,Ada Okafor,direct,"1,107",44280.00
2026-08-18,East,Ada Okafor,partner,"1,095",43800.00
2026-08-18,North,Ben Iyer,web,"2,556",102240.00
2026-08-18,South,Ben Iyer,direct,412,16480.00
2026-08-18,West,Cai Moreau,partner,714,28560.00
2026-08-18,East,Cai Moreau,web,"1,838",73520.00
2026-08-18,North,Dara Nkemi,direct,"1,747",69880.00
2026-08-18,South,Dara Nkemi,partner,"1,506",60240.00
2026-08-18,West,Ada Okafor,web,"1,720",68800.00
2026-08-18,East,Ada Okafor,direct,701,28040.00
2026-08-18,North,Ben Iyer,partner,"1,375",55000.00
2026-08-18,South,Ben Iyer,web,"1,156",46240.00
2026-08-18,West,Cai Moreau,direct,"2,599",103960.00
2026-08-18,East,Cai Moreau,partner,"2,084",83360.00
2026-08-18,North,Dara Nkemi,web,"2,139",85560.00
2026-08-18,South,Dara Nkemi,direct,846,33840.00
2026-08-18,West,Ada Okafor,partner,"1,890",75600.00
2026-08-18,East,Ada Okafor,web,"2,103",84120.00
2026-08-18,North,Ben Iyer,direct,705,28200.00
2026-08-18,South,Ben Iyer,partner,"2,227",89080.00
2026-08-18,West,Cai Moreau,web,597,23880.00
2026-08-18,East,Cai Moreau,direct,"2,216",88640.00
2026-08-18,North,Dara Nkemi,partner,"2,010",80400.00
2026-08-18,South,Dara Nkemi,web,"1,101",44040.00
2026-08-18,West,Ada Okafor,direct,659,26360.00
2026-08-18,East,Ada Okafor,partner,"1,982",79280.00
2026-08-18,North,Ben Iyer,web,"1,633",65320.00
2026-08-18,South,Ben Iyer,direct,"2,471",98840.00
2026-08-18,West,Cai Moreau,partner,"1,847",73880.00
2026-08-19,East,Cai Moreau,web,491,19640.00
2026-08-19,North,Dara Nkemi,direct,"1,386",55440.00
2026-08-19,South,Dara Nkemi,partner,"1,504",60160.00
2026-08-19,West,Ada Okafor,web,"1,735",69400.00
2026-08-19,East,Ada Okafor,direct,722,28880.00
2026-08-19,North,Ben Iyer,partner,891,35640.00
2026-08-19,South,Ben Iyer,web,630,25200.00
2026-08-19,West,Cai Moreau,direct,589,23560.00
2026-08-19,East,Cai Moreau,partner,"2,320",92800.00
2026-08-19,North,Dara Nkemi,web,266,10640.00
2026-08-19,South,Dara Nkemi,direct,"1,485",59400.00
2026-08-19,West,Ada Okafor,partner,539,21560.00
2026-08-19,East,Ada Okafor,web,"2,239",89560.00
2026-08-19,North,Ben Iyer,direct,"1,252",50080.00
2026-08-19,South,Ben Iyer,partner,"2,380",95200.00
2026-08-19,West,Cai Moreau,web,"1,335",53400.00
2026-08-19,East,Cai Moreau,direct,255,10200.00
2026-08-19,North,Dara Nkemi,partner,"2,330",93200.00
2026-08-19,South,Dara Nkemi,web,"1,313",52520.00
2026-08-19,West,Ada Okafor,direct,848,33920.00
2026-08-19,East,Ada Okafor,partner,"1,587",63480.00
2026-08-19,North,Ben Iyer,web,991,39640.00
2026-08-19,South,Ben Iyer,direct,"1,287",51480.00
2026-08-19,West,Cai Moreau,partner,574,22960.00
2026-08-19,East,Cai Moreau,web,"1,157",46280.00
2026-08-19,North,Dara Nkemi,direct,"2,490",99600.00
2026-08-19,South,Dara Nkemi,partner,"1,737",69480.00
2026-08-19,West,Ada Okafor,web,"1,291",51640.00
2026-08-19,East,Ada Okafor,direct,"1,681",67240.00
2026-08-19,North,Ben Iyer,partner,506,20240.00
2026-08-19,South,Ben Iyer,web,581,23240.00
2026-08-19,West,Cai Moreau,direct,"1,478",59120.00
2026-08-19,East,Cai Moreau,partner,"1,451",58040.00
2026-08-19,North,Dara Nkemi,web,"2,423",96920.00
2026-08-19,South,Dara Nkemi,direct,"2,070",82800.00
2026-08-19,West,Ada Okafor,partner,"2,346",93840.00
2026-08-19,East,Ada Okafor,web,750,30000.00
2026-08-19,North,Ben Iyer,direct,904,36160.00
2026-08-19,South,Ben Iyer,partner,"2,446",97840.00
2026-08-19,West,Cai Moreau,web,"2,399",95960.00
2026-08-19,East,Cai Moreau,direct,"2,095",83800.00
2026-08-19,North,Dara Nkemi,partner,"1,627",65080.00
2026-08-19,South,Dara Nkemi,web,703,28120.00
2026-08-19,West,Ada Okafor,direct,"1,438",57520.00
2026-08-19,East,Ada Okafor,partner,"1,901",76040.00
2026-08-19,North,Ben Iyer,web,"2,270",90800.00
2026-08-19,South,Ben Iyer,direct,"1,813",72520.00
2026-08-19,West,Cai Moreau,partner,"1,864",74560.00
2026-08-19,East,Cai Moreau,web,"2,366",94640.00
2026-08-19,North,Dara Nkemi,direct,"1,098",43920.00
2026-08-19,South,Dara Nkemi,partner,553,22120.00
2026-08-19,West,Ada Okafor,web,744,29760.00
2026-08-19,East,Ada Okafor,direct,"1,818",72720.00
2026-08-20,North,Ben Iyer,partner,"1,460",58400.00
2026-08-20,South,Ben Iyer,web,684,27360.00
2026-08-20,West,Cai Moreau,direct,"1,785",71400.00
2026-08-20,East,Cai Moreau,partner,619,24760.00
2026-08-20,North,Dara Nkemi,web,"1,327",53080.00
2026-08-20,South,Dara Nkemi,direct,"2,587",103480.00
2026-08-20,West,Ada Okafor,partner,236,9440.00
2026-08-20,East,Ada Okafor,web,"2,015",80600.00
2026-08-20,North,Ben Iyer,direct,"2,392",95680.00
2026-08-20,South,Ben Iyer,partner,"1,094",43760.00
2026-08-20,West,Cai Moreau,web,635,25400.00
2026-08-20,East,Cai Moreau,direct,870,34800.00
2026-08-20,North,Dara Nkemi,partner,"1,694",67760.00
2026-08-20,South,Dara Nkemi,web,"1,558",62320.00
2026-08-20,West,Ada Okafor,direct,"1,487",59480.00
2026-08-20,East,Ada Okafor,partner,951,38040.00
2026-08-20,North,Ben Iyer,web,"1,218",48720.00
2026-08-20,South,Ben Iyer,direct,"2,131",85240.00
2026-08-20,West,Cai Moreau,partner,553,22120.00
2026-08-20,East,Cai Moreau,web,592,23680.00
2026-08-20,North,Dara Nkemi,direct,"1,719",68760.00
2026-08-20,South,Dara Nkemi,partner,"2,294",91760.00
2026-08-20,West,Ada Okafor,web,"2,089",83560.00
2026-08-20,East,Ada Okafor,direct,"2,010",80400.00
2026-08-20,North,Ben Iyer,partner,"1,421",56840.00
2026-08-20,South,Ben Iyer,web,"2,313",92520.00
2026-08-20,West,Cai Moreau,direct,"2,320",92800.00
2026-08-20,East,Cai Moreau,partner,"1,854",74160.00
2026-08-20,North,Dara Nkemi,web,397,15880.00
2026-08-20,South,Dara Nkemi,direct,290,11600.00
2026-08-20,West,Ada Okafor,partner,"1,440",57600.00
2026-08-20,East,Ada Okafor,web,681,27240.00
2026-08-20,North,Ben Iyer,direct,"1,896",75840.00
2026-08-20,South,Ben Iyer,partner,"2,295",91800.00
2026-08-20,West,Cai Moreau,web,816,32640.00
2026-08-20,East,Cai Moreau,direct,"1,784",71360.00
2026-08-20,North,Dara Nkemi,partner,"1,601",64040.00
2026-08-20,South,Dara Nkemi,web,"2,200",88000.00
2026-08-20,West,Ada Okafor,direct,"2,596",103840.00
2026-08-20,East,Ada Okafor,partner,684,27360.00
2026-08-20,North,Ben Iyer,web,"2,174",86960.00
2026-08-20,South,Ben Iyer,direct,"1,642",65680.00
2026-08-20,West,Cai Moreau,partner,467,18680.00
2026-08-20,East,Cai Moreau,web,"1,590",63600.00
